Country,Commodity,Value,Measurement Unit,Annotation,Year
115,1005,22000,Mt,R,1984
115,1005,10000,Mt,F,1986
115,1005,10000,Mt,F,1988
115,1005,0,Mt,F,1990
115,1005,78300,Mt,F,1992
115,1005,106100,Mt, ,1994
115,1005,171200,Mt,R,1996
115,1005,232000,Mt,R,1998
115,1005,313100,Mt,_,2000
115,1005,65400,Mt,_,2002
115,1005,195200,Mt,_,2004
115,1005,200000,Mt,_,2006
115,1005,200000,Mt,_,2008
115,1002,0,Mt,,1978
115,1002,0,Mt,,1980
115,1002,0,Mt,,1982
115,1002,0,Mt,,1984
115,1002,0,Mt,,1986
115,1002,0,Mt,,1988
115,1002,0,Mt,,1990
115,1002,0,Mt,,1992
115,1002,0,Mt,,1994
115,1002,0,Mt,,1996
115,1002,0,Mt,,1998
115,1002,0,Mt,,2000
115,1002,0,Mt,,2002
115,1002,0,Mt,_,2004
115,1002,0,Mt,_,2006
115,1002,0,Mt,_,2008
115,1004,0,Mt, ,1978
115,1004,0,Mt, ,1980
115,1004,0,Mt, ,1982
115,1004,0,Mt,F,1984
115,1004,0,Mt,F,1986
115,1004,0,Mt, ,1988
115,1004,0,Mt, ,1990
115,1004,0,Mt, ,1992
115,1004,0,Mt, ,1994
115,1004,0,Mt,I,1996
115,1004,0,Mt, ,1998
115,1004,0,Mt,_,2000
115,1004,0,Mt,_,2002
115,1004,0,Mt,_,2004
115,1004,0,Mt,_,2006
115,1004,0,Mt,_,2008
115,100820,0,Mt,,1978
115,100820,0,Mt,,1980
115,100820,0,Mt,,1982
115,100820,0,Mt,,1984
115,100820,0,Mt,,1986
115,100820,0,Mt,,1988
115,100820,0,Mt,,1990
115,100820,0,Mt,,1992
115,100820,0,Mt,,1994
115,100820,0,Mt,,1996
115,100820,0,Mt,,1998
115,100820,0,Mt,,2000
115,100820,0,Mt,,2002
115,100820,0,Mt,_,2004
115,100820,0,Mt,_,2006
115,100820,0,Mt,_,2008
115,1007,0,Mt, ,1978
115,1007,0,Mt, ,1980
115,1007,0,Mt, ,1982
115,1007,0,Mt,F,1984
115,1007,0,Mt,F,1986
115,1007,0,Mt, ,1988
115,1007,0,Mt, ,1990
115,1007,0,Mt, ,1992
115,1007,0,Mt, ,1994
115,1007,0,Mt, ,1996
115,1007,0,Mt, ,1998
115,1007,0,Mt,_,2000
115,1007,0,Mt,_,2002
115,1007,0,Mt,_,2004
115,1007,0,Mt,=,2006
115,1007,0,Mt,_,2008
115,100890,0,Mt,,1978
115,100890,0,Mt,,1980
115,100890,0,Mt,,1982
115,100890,0,Mt,,1984
115,100890,0,Mt,,1986
115,100890,0,Mt,,1988
115,100890,0,Mt,,1990
115,100890,0,Mt,,1992
115,100890,0,Mt,,1994
115,100890,0,Mt,,1996
115,100890,0,Mt,,1998
115,100890,0,Mt,,2000
115,100890,0,Mt,,2002
115,100890,0,Mt,_,2004
115,100890,0,Mt,_,2006
115,100890,0,Mt,_,2008
116,1001,0,Mt, ,1978
116,1001,1356000,Mt,_,1980
116,1001,1308000,Mt,_,1982
116,1001,1500000,Mt,_,1984
116,1001,1500000,Mt,_,1986
116,1001,1600000,Mt,_,1988
116,1001,1600000,Mt,_,1990
116,1001,1600000,Mt,F,1992
116,1001,1683000,Mt,R,1994
116,1001,1854000,Mt,_,1996
116,1001,1806000,Mt,T,1998
116,1001,1952000,Mt,_,2000
116,1001,1895000,Mt,_,2002
116,1001,2498000,Mt,_,2004
116,1001,2649000,Mt,_,2006
116,1001,3009900,Mt,_,2008
116,100630,0,Mt, ,1978
116,100630,0,Mt,,1980
116,100630,2040000,Mt,,1982
116,100630,542800,Mt,,1984
116,100630,327800,Mt,,1986
116,100630,1174700,Mt,,1988
116,100630,414300,Mt,X,1990
116,100630,33800,Mt,,1992
116,100630,27800,Mt,G,1994
116,100630,111000,Mt,G,1996
116,100630,32700,Mt,G,1998
116,100630,396600,Mt,G,2000
116,100630,49600,Mt,G,2002
116,100630,171000,Mt,G,2004
116,100630,611700,Mt,G,2006
116,100630,24300,Mt,G,2008
116,1003,0,Mt,,1978
116,1003,0,Mt,,1980
116,1003,0,Mt,,1982
116,1003,0,Mt,,1984
116,1003,0,Mt,,1986
116,1003,0,Mt,,1988
116,1003,0,Mt,,1990
116,1003,0,Mt,,1992
116,1003,0,Mt,_,1994
116,1003,0,Mt,_,1996
116,1003,0,Mt,_,1998
116,1003,200,Mt,_,2000
116,1003,0,Mt,_,2002
116,1003,0,Mt,_,2004
116,1003,0,Mt,_,2006
116,1003,0,Mt,_,2008
116,1005,65800,Mt, ,1978
116,1005,37100,Mt,_,1980
116,1005,20200,Mt,_,1982
116,1005,15600,Mt,_,1984
116,1005,199300,Mt,R,1986
116,1005,51000,Mt,H,1988
116,1005,41500,Mt,R,1990
116,1005,47000,Mt,H,1992
116,1005,77000,Mt,R,1994
116,1005,200000,Mt,_,1996
116,1005,40000,Mt,_,1998
116,1005,15000,Mt,_,2000
116,1005,0,Mt,_,2002
116,1005,1200,Mt,_,2004
116,1005,56000,Mt,_,2006
116,1005,5300,Mt,_,2008
116,1002,0,Mt,,1978
116,1002,0,Mt,,1980
116,1002,0,Mt,,1982
116,1002,0,Mt,,1984
116,1002,0,Mt,,1986
116,1002,0,Mt,,1988
116,1002,0,Mt,,1990
116,1002,0,Mt,,1992
116,1002,0,Mt,,1994
116,1002,0,Mt,,1996
116,1002,0,Mt,,1998
