FeatureCode,Commodity,FurtherCode,CropStage,StartDate,EndDate
253,071420,31,3,1900-09-01,1900-03-21
254,100300,55,4,1900-04-01,1900-05-21
254,100300,55,1,1900-06-01,1900-07-21
254,100300,55,3,1900-08-01,1900-09-21
254,10,55,4,1900-04-01,1900-06-21
254,10,55,1,1900-07-01,1900-07-21
254,10,55,3,1900-08-01,1900-09-21
254,10,64,3,1900-07-01,1900-08-11
254,10,64,4,1900-08-21,1900-10-21
254,10,64,1,1900-11-01,1900-06-21
254,1005,1,4,1900-05-01,1900-05-21
254,1005,1,1,1900-06-01,1900-09-11
254,1005,1,3,1900-09-21,1900-11-11
254,1212_03,1,4,1900-04-11,1900-05-11
254,1212_03,1,1,1900-05-21,1900-09-01
254,1212_03,1,3,1900-09-11,1900-10-21
254,120600_00,52,4,1900-04-21,1900-05-21
254,120600_00,52,1,1900-06-01,1900-09-01
254,120600_00,52,3,1900-09-11,1900-10-21
254,1001_00,64,3,1900-07-11,1900-08-11
254,1001_00,64,4,1900-08-21,1900-10-01
254,1001_00,64,1,1900-10-11,1900-07-01
260,100300,1,4,1900-06-11,1900-07-11
260,100300,1,1,1900-07-21,1900-11-01
260,100300,1,3,1900-11-11,1900-01-11
260,1005,1,1,1900-01-01,1900-03-11
260,1005,1,3,1900-03-21,1900-05-01
260,1005,1,4,1900-08-01,1900-12-21
260,071010,1,4,1900-07-11,1900-09-11
260,071010,1,1,1900-09-21,1900-11-01
260,071010,1,3,1900-11-11,1900-02-11
260,1006,1,3,1900-03-11,1900-05-21
260,1006,1,4,1900-10-01,1900-12-11
260,1006,1,1,1900-12-21,1900-03-01
260,100700,1,3,1900-03-21,1900-05-21
260,100700,1,4,1900-10-01,1900-12-11
260,100700,1,1,1900-12-21,1900-03-11
260,120100_00,1,3,1900-03-21,1900-05-11
260,120100_00,1,4,1900-10-01,1900-12-11
260,120100_00,1,1,1900-12-21,1900-03-11
260,1212_03,1,4,1900-05-11,1900-07-11
260,1212_03,1,1,1900-07-21,1900-11-01
260,1212_03,1,3,1900-11-11,1900-03-11
260,071420,1,4,1900-08-11,1900-09-11
260,071420,1,1,1900-09-21,1900-12-01
260,071420,1,3,1900-12-11,1900-01-11
260,1001_00,1,4,1900-05-01,1900-08-21
260,1001_00,1,1,1900-09-01,1900-11-01
260,1001_00,1,3,1900-11-11,1900-01-01
261,10,64,3,1900-06-01,1900-08-11
261,10,64,4,1900-08-21,1900-11-11
261,10,64,1,1900-11-21,1900-05-21
261,10_01,55,4,1900-04-01,1900-06-21
261,10_01,55,1,1900-07-01,1900-07-21
261,10_01,55,3,1900-08-01,1900-09-21
261,52,1,4,1900-04-21,1900-05-21
261,52,1,1,1900-06-01,1900-09-11
261,52,1,3,1900-09-21,1900-11-11
261,1005,1,4,1900-04-01,1900-06-21
261,1005,1,1,1900-07-01,1900-07-21
261,1005,1,3,1900-08-01,1900-09-21
32,1005,1,4,1900-02-11,1900-07-01
32,1005,1,3,1900-07-11,1900-12-11
32,071010,1,3,1900-03-11,1900-04-11
32,071010,1,4,1900-11-11,1900-12-11
32,071010,1,1,1900-12-21,1900-03-01
32,1006,1,4,1900-04-11,1900-07-11
32,1006,1,1,1900-07-21,1900-08-01
32,1006,1,3,1900-08-11,1900-11-11
32,100700,1,3,1900-03-11,1900-04-11
32,100700,1,4,1900-10-11,1900-11-11
32,100700,1,1,1900-11-21,1900-03-01
264,1006,2,4,1900-06-11,1900-08-01
264,1006,2,1,1900-08-11,1900-08-21
264,1006,2,3,1900-09-01,1900-11-21
264,1006,3,4,1900-06-11,1900-10-11
264,1006,3,1,1900-10-21,1900-11-11
264,1006,3,3,1900-11-21,1900-12-21
264,1006,43,4,1900-05-01,1900-06-21
264,1006,43,1,1900-07-01,1900-08-11
264,1006,43,3,1900-08-21,1900-10-21
264,1006,58,1,1900-04-11,1900-05-11
264,1006,58,3,1900-05-21,1900-07-21
264,1006,58,4,1900-11-11,1900-04-01
264,1006,59,1,1900-03-11,1900-03-11
264,1006,59,3,1900-03-21,1900-05-11
264,1006,59,4,1900-11-21,1900-03-01
264,1006,60,4,1900-05-01,1900-06-21
264,1006,60,1,1900-07-01,1900-08-11
264,1006,60,3,1900-08-21,1900-10-21
264,1006,68,1,1900-04-11,1900-05-11
264,1006,68,3,1900-05-21,1900-07-21
264,1006,68,4,1900-11-11,1900-04-01
264,1006,69,1,1900-03-11,1900-03-11
264,1006,69,3,1900-03-21,1900-05-11
264,1006,69,4,1900-11-21,1900-03-01
270,1005,1,3,1900-04-21,1900-06-11
270,1005,1,4,1900-10-21,1900-12-01
270,1005,1,1,1900-12-11,1900-04-11
270,100820,1,3,1900-06-11,1900-07-11
270,100820,1,4,1900-12-11,1900-12-11
270,100820,1,1,1900-12-21,1900-06-01
270,100700,1,1,1900-01-21,1900-04-21
270,100700,1,3,1900-05-01,1900-06-21
270,100700,1,4,1900-11-11,1900-01-11
270,1001_00,1,4,1900-05-01,1900-06-11
270,1001_00,1,1,1900-06-21,1900-09-21
270,1001_00,1,3,1900-10-01,1900-11-11
271,1005,1,1,1900-01-01,1900-04-21
271,1005,1,3,1900-05-01,1900-06-21
271,100700,1,1,1900-02-01,1900-05-21
271,100700,1,3,1900-06-01,1900-06-21
271,100700,1,4,1900-12-01,1900-01-21
271,1001_00,1,4,1900-05-01,1900-06-11
271,1001_00,1,1,1900-06-21,1900-09-21
271,1001_00,1,3,1900-10-01,1900-11-11
